id	pass	pass_theme	name	problem	mechanism	donor	why_missed	benefit	friction	machine_cost	risks	test	related	related_ids	novelty	verdict
O4611	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Minimality atom	people over-model	a named atom for the smallest sufficient model	parsimony	more detail rewarded	clarity	L	L	oversimplification	minimal-model items	Minimum sufficient model board	O4313	COMBO	S
O4612	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Measurement atom	numbers taken at face value	atom for 'what does this number actually measure?'	measurement theory	measurement taught only in labs	Goodhart resistance	L	L	none	proxy items across domains	Measurement design	L189	KNOWN	S
O4613	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Self-model atom	people misjudge their own knowledge	atom trained by calibration and prediction of one's own score	metacognition	not trained	better study decisions	L	L	anxiety	calibration trend	Calibration curve	L443	KNOWN	S
O4614	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Atom half-life	atoms fade at different rates	fit a forgetting half-life per atom from hooks	pharmacokinetics	one schedule for all	right spacing per atom	L	M	overfitting	fit vs next hook	Hook-gap tuner	L501	COMBO	M:Hook-gap tuner
O4615	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Genome report	the learner can't see what he's built	WHY THIS? lists the atoms the step trains and their delayed record	gene expression profiles	transcripts list courses	self-knowledge	L	L	dashboard creep	shown only on demand	Capability atoms	O4601	COMBO	S
O4616	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	IQ-style atom score	one number	a composite of atoms	IQ	—	—	L	L	Goodhart, fetish	—	No composite score	L288	KNOWN	R:SLOP
O4617	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Brain-region atoms	neuro framing	map atoms to brain regions	neuromyths	—	—	L	L	false science	—	Brain training	L336	KNOWN	R:EVID
O4618	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Atom mutation	atoms may be wrong	split an atom when its items stop correlating	speciation	never revised	taxonomy improves	L	M	churn	item correlation within atoms	Speciation	L082	COMBO	M:Speciation
O4619	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Missing-element prediction	what capability haven't we named?	gaps in the table (e.g., an 'intervene on values' cell) predict atoms to look for	Mendeleev's gaps	no table	directed discovery	L	L	forcing a symmetric table	predicted atoms tested on items	Periodic groups by operation	O4603	UNCLEAR	S
O4620	46	Capability genome, periodic table, cognitive chemistry, dark matter (§18–§21)	Reaction recipes	how do atoms combine in practice?	worked recipes: 'decision under uncertainty' = question + base rate + value of information	cookbooks	skills taught separately	portable procedures	L	L	recipe rigidity	recipe items in far domains	Compound capabilities	O4605	COMBO	S
O4701	47	New-sense generator and perceptual resolution (§22, §56)	Log-scale sense	doubling looks like nothing then everything	train reading growth on a log axis until doubling is seen as a straight line	logarithmic perception	log scales taught as a trick	early warning for exponential processes	L	L	misreading bends	log-plot items unaided at 30 days	Exponential intuition	L344	COMBO	S
O4702	47	New-sense generator and perceptual resolution (§22, §56)	Base-rate sense	percentages hide populations	always convert to counts of 1,000 until counts are the default mental image	natural frequencies (Gigerenzer)	percentages dominate	sees how rare a thing is	L	L	none	count-conversion speed	Natural frequencies	L343	KNOWN	S
O4703	47	New-sense generator and perceptual resolution (§22, §56)	Filter sense	data arrive pre-filtered	every data claim triggers 'what was filtered out?'	survivorship bias	not habitual	sees missing data	L	L	cynicism	selection items unaided	Same-shape detector	L019	KNOWN	S
O4704	47	New-sense generator and perceptual resolution (§22, §56)	Loop sense	delays hide causation	see stock, flow and delay in any system description	system dynamics	linear causation taught	predicts oscillation	L	L	seeing loops everywhere	loop items in new domains	Explorable model as the unit	L041	KNOWN	S
O4705	47	New-sense generator and perceptual resolution (§22, §56)	Constraint sense	effort spent everywhere	see the slowest box in any flow	Theory of Constraints	optimising parts taught	effort where it counts	L	L	static view	bottleneck items unaided	Three-boxes drill	O4301	KNOWN	S
O4706	47	New-sense generator and perceptual resolution (§22, §56)	Order-of-magnitude sense	numbers without scale	estimate every number to a power of ten before seeing it	Fermi estimation	exact answers rewarded	spots absurd claims	L	L	false confidence	log-error of estimates over time	Orders of magnitude; Fermi estimates	L342 L192	KNOWN	M:Orders of magnitude
O4707	47	New-sense generator and perceptual resolution (§22, §56)	Clutter sense	decoration taxes attention	blind comparisons until clutter is noticed at a glance	perceptual learning	taste untrained	clean work	L	L	minimalism dogma	blind pair accuracy	Paired taste tasks	L235	COMBO	S
O4708	47	New-sense generator and perceptual resolution (§22, §56)	Incentive sense	rules produce behaviour	for any rule, see what it rewards	mechanism design	rules seen as intentions	predicts gaming	L	L	cynicism	proxy items in new domains	Incentive audit of the app	L276	KNOWN	S
O4709	47	New-sense generator and perceptual resolution (§22, §56)	Uncertainty sense	point estimates hide spread	every prediction with a confidence; ranges before points	forecasting	single answers expected	calibrated judgment	L	L	paralysis	calibration curve	Confidence on every answer	L007	KNOWN	S
O4710	47	New-sense generator and perceptual resolution (§22, §56)	Time-inconsistency sense	the future self is invisible	see when a choice pits now against later	behavioural economics	willpower framing	designs constraints	L	L	none	commitment items unaided	Implementation intentions	L300	KNOWN	S
O4711	47	New-sense generator and perceptual resolution (§22, §56)	Perceptual resolution drills	experts see differences novices can't	many fast pair judgments with feedback in one narrow domain	perceptual learning modules (Kellman)	explanation-heavy teaching	finer discrimination	M	M	narrow transfer	discrimination accuracy on new pairs	Perceptual category learning	L197	KNOWN	M:Perceptual category learning
O4712	47	New-sense generator and perceptual resolution (§22, §56)	Resolution ladder	fine distinctions come in order	pairs ordered from easy to near-identical	psychophysics staircases	not graded by difficulty	efficient training	L	M	boredom	threshold estimates	Perceptual resolution drills	O4711	KNOWN	S
O4713	47	New-sense generator and perceptual resolution (§22, §56)	Sense decay check	a trained sense may fade	unaided sense items at 30 and 90 days	retention testing	not checked	senses kept real	L	L	none	decay curves	Delayed proof	L004	KNOWN	S
O4714	47	New-sense generator and perceptual resolution (§22, §56)	Sense transfer map	a sense learned in one domain	the same sense tested in three domains	transfer research	domain-bound	portable perception	L	M	items unequal	cross-domain accuracy	Domain distance score	L016	COMBO	S
O4715	47	New-sense generator and perceptual resolution (§22, §56)	Synthetic sense devices	perception extended by instruments	sensory-substitution hardware	sensory substitution (Bach-y-Rita)	—	—	H	H	cost; outside scope	—	Wearable triggers	L437	KNOWN	R:SCOPE
O4716	47	New-sense generator and perceptual resolution (§22, §56)	Colour-coded thinking	senses via colour	colour every concept type	colour coding	—	—	L	L	decoration, no evidence	—	No seductive details	L306	KNOWN	R:SLOP
O4717	47	New-sense generator and perceptual resolution (§22, §56)	Sense naming	a sense unnamed is not used	each new sense gets a short name and sticky line	labels help category use	not named	retrievable perception	L	L	labels without skill	use of the name in later forges	Egyptian-Arabic sticky line	O4303	COMBO	S
O4718	47	New-sense generator and perceptual resolution (§22, §56)	Blind-spot sense	we don't see what we don't see	items where the right move is noticing missing information	missing-data problems	not trained	asks for what isn't there	L	L	paranoia	missing-information items	Filter sense	O4703	COMBO	S
O4719	47	New-sense generator and perceptual resolution (§22, §56)	Sense stacking	senses combine	items needing two senses at once (filter + base rate)	sensor fusion	separate lessons	richer perception	L	M	too hard early	stacked items after both senses pass	Compound capabilities	O4605	COMBO	S
O4720	47	New-sense generator and perceptual resolution (§22, §56)	Sense-of-scale images	big numbers are abstract	one image per scale (a city of 10,000 houses, 315 dead) drawn from counts	unit visualisation	numbers only	felt magnitude	L	L	misleading images	estimates after vs before	Base-rate sense	O4702	COMBO	S
O4801	48	Representation singularity, breeding and new media (§23–§25)	Representation per cause	one representation for all confusions	the representation shown depends on the x-ray cause chosen	aptitude–treatment interaction (with caution)	one textbook picture	right picture for the right gap	L	M	weak ATI evidence	post-switch accuracy by cause	Cause-typed repair router	O4312	COMBO	S
O4802	48	Representation singularity, breeding and new media (§23–§25)	Representation fitness	representations judged by taste	fitness = next delayed success after the representation was shown	evolutionary fitness	never measured	evidence-based pictures	L	M	small n	fitness with n shown	Fitness = delayed transfer	L081	KNOWN	M:Fitness = delayed transfer
